"transcript","tagwise.dispersion","trended.dispersion","AveLogCPM","Overdispersion"
"ENST00000710476.1",0.246568357034769,0.746347313501245,0.283499800544835,1.75312074825761
"ENST00000643872.4",0.0117983213685113,0.0313950634025926,5.20983963012708,1.69190239761934
"ENST00000628983.2",0.333088476744833,0.678105338734709,0.72478031977636,4.18968431942169
"ENST00000673006.3",0.492978769845615,0.781916664997118,-0.148620582402636,5.83406407235573
"ENST00000672883.3",2.23580880697282,0.832796415178683,-0.44555246424527,5.34720830618115
"ENST00000711214.1",0.00243106150368175,0.0135877219882811,7.72808862450336,1
"ENST00000711204.1",0.031201319633999,0.128347315573504,3.43080372366187,1
"ENST00000711203.1",0.126832893299259,0.557746271155485,1.30845345155693,1.29781841279334
"ENST00000711201.1",0.133004062069712,0.767223178201128,-0.0219145275170903,1.36854308976932
"ENST00000711197.1",0.0239904710156782,0.104073859194108,3.6540784668859,1.06553182285747
"ENST00000711192.1",0.946563972766934,0.77142875777185,-0.0725604887405519,7.743379159312
"ENST00000711184.1",1.19990741756285,0.342604090131404,2.11280025573797,15.9894201819413
"ENST00000711179.1",2.1198754445576,0.441464926855283,1.7158770166818,14.1558885483284
"ENST00000711173.1",0.191057931631238,0.203484674572713,2.87285510799125,18.5728968010572
"ENST00000711172.1",0.737587453499427,0.197953380199253,2.90830167733772,72.1212500361136
"ENST00000711171.1",0.331307632668242,0.170106438306805,3.09462725382177,57.8075061644676
"ENST00000711165.1",0.0249860803823156,0.0811453535325349,3.9927691882508,1.88525098675579
"ENST00000711164.1",0.0890898398960456,0.410769724875487,1.83349899308844,2.30278824304621
"ENST00000711161.1",0.0611466030674315,0.17456684566755,3.06375844124188,4.36386808284687
"ENST00000711160.1",0.00383873697091006,0.0176212163673004,6.41430685349054,1.24350827223485
"ENST00000711158.1",0.0404035831100996,0.152729664373622,3.22616078614241,3.72948818692421
"ENST00000711154.1",0.131537953489198,0.837877882268644,-0.470639509125433,1.20844502265841
"ENST00000711132.1",0.0255034425062944,0.109003394513537,3.60493129351036,1.20587302507313
"ENST00000711186.1",0.184002735205032,0.642201503227303,0.918877752763887,5.56737594846454
"ENST00000711185.1",0.1296200280149,0.61761801274855,1.05994054917332,1.08114912208973
"ENST00000672066.1",0.00631760821951261,0.0299206008134893,5.28113450170855,1
"ENST00000673544.1",0.8992838620513,0.875855641783078,-0.652128057756873,2.66683038437263
"ENST00000672298.1",0.129960915329029,0.679722764469673,0.716333304519542,1
"ENST00000850822.1",0.17898431007981,0.621914465714347,1.03475634810865,1.47342589679828
"ENST00000711232.1",0.195541461327775,0.7578020518692,0.197119976751119,1.09441191201249
"ENST00000711233.1",0.0237323929197291,0.0868944054787174,3.90512580445423,1
"ENST00000711260.1",0.00833565567702108,0.0369973932331101,4.9506394407612,1
"ENST00000711264.1",0.490246854708235,0.63630515782508,0.952058920253938,5.35803712036028
"ENST00000711271.1",0.137594365812215,0.502729637711739,1.49378460474989,1
"ENST00000711273.1",0.0880519026883211,0.382824730385934,1.94429178797985,1
"ENST00000711277.1",0.90357725392336,0.847259723165193,-0.51644257949622,4.0755782642554
"ENST00000711284.1",0.121688782987032,0.700586564146374,0.592886200615063,1.27283247190374
"ENST00000710353.1",2.38531611608609,0.766334430425039,-0.00173601899007904,12.666624838573
"ENST00000672201.1",0.00772481965425766,0.0349252318133051,5.0445739606014,1.20194446650912
"ENST00000673369.1",0.0692465663912181,0.33254804026225,2.15698574459075,2.83046875817707
"ENST00000672991.1",0.175232389545355,0.555070468703513,1.3172032043977,2.54628158280363
"ENST00000672633.1",0.488801595479502,0.863926556361605,-0.596222512664646,6.0313472606917
"ENST00000673585.1",0.874799509543569,0.833045659323358,-0.446787620159854,4.30522901297057
"ENST00000707384.1",0.133685614493249,0.660402066729867,0.81885313795259,1.37082054293391
"ENST00000707385.1",0.141953660410323,0.658258803201192,0.830451233957233,1.20766203391975
"ENST00000707390.1",0.116898449220423,0.617730441863899,1.05927853155664,1
"ENST00000707355.1",0.026452573387122,0.103053585028606,3.66864993136594,1
"ENST00000707357.1",0.181636845929616,0.702681322060802,0.580251531569268,1.1599320835851
"ENST00000707364.1",0.0775309177057849,0.388987928740304,1.9194744970718,2.66952588146418
"ENST00000707369.1",0.132275846179566,0.393277043049886,1.90234152394649,5.6000092665138
"ENST00000707372.1",0.00654339590487213,0.0313699309830512,5.21104279858544,1
"ENST00000707376.1",0.280531729985813,0.637288647756192,0.946496852062281,5.17508202973292
"ENST00000707381.1",0.25466963878921,0.875263849802799,-0.649377422485759,1
"ENST00000710277.1",2.524978003994,0.732915904160297,0.388662434460768,8.24749047868647
"ENST00000713539.1",4.56598047702042,0.805386976376186,-0.306682727781153,6.54644248374504
"ENST00000713541.1",2.72932169296671,0.762165610001132,0.0951487068092919,13.7411432415468
"ENST00000710279.1",0.11949441907736,0.269636907317263,2.480155057449,5.60610620760899
"ENST00000710278.1",0.0290378744198154,0.0947996654449653,3.78784373908945,7.93805147969092
"ENST00000713540.1",2.51045218327935,0.600920753626061,1.16012448159854,48.0683009169822
"ENST00000713538.1",0.253166286183238,0.208003199066143,2.84414500724627,19.8938330251776
"ENST00000710275.1",0.373106772197878,0.221608282791569,2.75892134383025,17.1211605835813
"ENST00000628182.3",0.0147974678323628,0.0380506887833973,4.90365147887368,1.6933202832289
"ENST00000625211.2",0.147216766134785,0.307427379725004,2.28131021655708,9.15211480352357
"ENST00000626698.1",0.109316009361052,0.207464015334078,2.84755989974156,2.83056885044765
"ENST00000629245.3",0.170725016478135,0.786353229007636,-0.179958438930222,1
"ENST00000626912.1",0.141008379714792,0.672218933190983,0.755726537298643,1.69058086737385
"ENST00000627374.3",0.104346069457125,0.433718409388185,1.74520485523207,1
"ENST00000626413.3",0.0882253253765579,0.321785558751943,2.20906239805245,1
"ENST00000628303.1",0.76831119576406,0.745086007390155,0.293191563540729,2.96767763400793
"ENST00000707468.1",0.00326488387830618,0.00956451746240471,10.9281754991806,1
"ENST00000707471.1",0.026479622046887,0.0637932030918193,4.27316903743968,3.37114289931608
"ENST00000707473.1",0.287842175120884,0.674524296270166,0.743568136845994,11.1333535227776
"ENST00000707475.1",0.130465281068117,0.307368215045687,2.28161135596544,2.65301382442796
"ENST00000707476.1",0.0649353972992,0.258813063942229,2.53980835239427,4.05351160606673
"ENST00000707480.1",0.163660325505917,0.628118370305948,0.998798643641819,6.84313524898884
"ENST00000707481.1",0.352274307173585,0.642037470376968,0.919795516552124,11.117704630361
"ENST00000707482.1",0.224316152056757,0.610328174267601,1.10321737873909,9.86607696150387
"ENST00000707483.1",0.156757834458079,0.577741540568412,1.24384399540005,4.01139940685487
"ENST00000707484.1",0.356013926114398,0.739931632202108,0.333186104697223,6.35234466550912
"ENST00000707485.1",0.386058692659408,0.545466587937167,1.34881735826507,6.66885496257643
"ENST00000707486.1",0.870096832805496,0.793032061657835,-0.22624837630383,5.13967326567446
"ENST00000707487.1",0.221573841966076,0.777256939608591,-0.115179038672574,3.80891395888368
"ENST00000707488.1",0.0461438776314415,0.0940030078109045,3.79951097027894,7.39909773317649
"ENST00000707489.1",0.284763440215696,0.656567724512508,0.839635502911138,11.9087513047891
"ENST00000707491.1",0.10049915865176,0.194272993698277,2.9321301959485,10.7198207920993
"ENST00000707492.1",2.32316065377668,0.697381220314775,0.612347543710688,28.6593220530011
"ENST00000672102.1",0.048697040520974,0.172064634102533,3.08102123206687,2.3722494918995
"ENST00000673523.1",0.929164758768259,0.817271868836872,-0.367651149436329,8.00812049265059
"ENST00000673377.1",0.31312630721638,0.592830608875584,1.19594977218323,9.13620381530366
"ENST00000673407.1",0.121817465012595,0.666895330910484,0.78399660128998,5.24699670361226
"ENST00000672611.1",2.47365624521874,0.750437049727442,0.252325175588972,13.5132645054985
"ENST00000284878.12",0.0701834755119159,0.259712103679451,2.53480200420349,1
"ENST00000382751.4",0.0041371282265537,0.0182075556740119,6.32889842185822,1
"ENST00000673372.1",0.00625586766767836,0.0248256543431106,5.54042196626741,1.56780630186966
"ENST00000671919.1",2.96486738892509,0.573991785595571,1.25585878693039,22.315539623257
"ENST00000671801.1",0.275089556328268,0.688962879613242,0.664220062913488,2.28325065818789
"ENST00000400532.5",0.223511180144796,0.586022941669815,1.2174693971165,4.90460530244559
"ENST00000480456.6",0.0777932893025936,0.217574092061897,2.78400733889686,1.73610321101195
"ENST00000460679.5",0.522245336282473,0.764315322558837,0.0447212130425465,5.7025585571251
"ENST00000671752.1",0.0678297307684514,0.316734925742276,2.2342911025591,1
"ENST00000672447.1",0.199728105621066,0.833958087088188,-0.45130514624441,1.95827412993963
"ENST00000286835.12",0.0577178097825483,0.070172217173149,4.16687142603695,15.4861076495091
"ENST00000399804.5",0.0708707994502844,0.104207792258557,3.65216775396933,12.1653981635163
"ENST00000434667.3",1.12268986842903,0.26300202242252,2.51656280667705,35.1118647303784
"ENST00000672495.1",0.0255807810693495,0.0979615012500416,3.74184405005966,1
"ENST00000672180.1",0.226724475471449,0.730389289525192,0.408946079060793,3.41994707190951
"ENST00000400546.6",0.151666307643768,0.626975015795601,1.0053899755879,2.24049022176791
"ENST00000284894.8",0.0920834098360677,0.275906532599419,2.4461946678896,1.67617095497176
"ENST00000382172.4",0.0119455116886064,0.0522262349100509,4.47866008358548,1.05069473844653
"ENST00000270112.7",0.0738274082357065,0.351798959378689,2.07317617072835,1
"ENST00000672242.1",0.0662285939259051,0.232241606105124,2.69350317731098,4.03954395593996
"ENST00000382141.4",0.255731033027743,0.828407168486538,-0.423721681863044,4.54939439008508
"ENST00000284881.9",0.0164486186020338,0.0621987416953497,4.30043769083324,1.15060028055144
"ENST00000400558.7",0.979318381350786,0.76791904893772,-0.0376007627975368,6.40869597539902
"ENST00000405964.2",2.17338916161072,0.861577905705648,-0.585099912853127,4.48619497367181
"ENST00000261667.8",0.00612458570284339,0.0155202841553125,6.93379650387867,1
"ENST00000400485.6",0.0185950443851989,0.0430746533807055,4.68554327415562,7.50319943314812
"ENST00000487909.5",1.36057388889132,0.4310275370733,1.75544712250443,38.3799440293815
"ENST00000298248.12",0.0683703996105247,0.258778104894801,2.54000321736451,1.77015177086177
"ENST00000331923.9",0.105212185936507,0.191406544188639,2.95084087323265,7.18024448067257
"ENST00000466846.5",0.0476447387450844,0.176857540235486,3.04807229818757,1.8273647383533
"ENST00000443785.5",1.08313058765568,0.693262470581487,0.637586836332382,17.3227677547941
"ENST00000497873.1",0.170815514099618,0.760034792727256,0.146151188371808,1.74106855664307
"ENST00000290178.4",0.276143173133603,0.59973059876453,1.16741201140911,8.33975314166044
"ENST00000464256.1",0.102037897377962,0.400516339385813,1.87366941157706,2.07211073728317
"ENST00000355854.8",0.476645435801661,0.762839171391045,0.0792392272374426,6.95690148574037
"ENST00000409308.6",0.0135742246013815,0.0428791117665555,4.69386664493557,1.89031717233457
"ENST00000409130.5",0.343321046315695,0.697133582449029,0.613857610397907,12.9033526855617
"ENST00000474320.1",0.0674360993500598,0.265685514362476,2.50177803303932,1.40913329916037
"ENST00000379221.4",0.00932941312206171,0.0431569710133738,4.68204299687496,1.07641789513143
"ENST00000400256.5",0.275755293623043,0.491228821651027,1.53409932182741,5.14421901480748
"ENST00000582147.1",0.286829603138876,0.522974303083708,1.42420283910586,5.89718966973142
"ENST00000671038.1",0.23946180553527,0.741049657582415,0.32445719440824,8.64493627384605
"ENST00000335327.6",0.0951552820438159,0.127202330259691,3.44078561835273,8.26253680661054
"ENST00000361042.8",0.0304999592808911,0.0491645829433396,4.53651429917228,5.99464194542668
"ENST00000379749.8",0.152877396833019,0.0780127355607028,4.04148647551341,20.7111830618631
"ENST00000379743.8",0.384966894059546,0.101155704680965,3.69583187631045,29.5451694905124
"ENST00000379742.4",0.00996743692231419,0.0144834965925444,7.35437039930772,6.80248632968142
"ENST00000478947.1",0.286929027105398,0.698662106273019,0.604551855614871,1.91772908588054
"ENST00000473823.5",0.747589409384733,0.659929326194903,0.82140732406631,7.58236169015889
"ENST00000474646.1",0.311243313173374,0.855366910790212,-0.55549860493137,1.02512033722867
"ENST00000497145.1",0.14763817616724,0.519881801858925,1.43472217752044,1.12175620781893
"ENST00000541179.5",0.00760729675546159,0.0124163929544995,8.23369376899505,4.60726487786521
"ENST00000541481.5",0.14959304847117,0.084802647956585,3.9367653952247,11.6693551745834
"ENST00000578921.6",0.00598184260050821,0.0220580724288082,5.7947277107678,1
"ENST00000578734.5",1.04487935246311,0.767888406542256,-0.036912098482235,2.83910442319173
"ENST00000286800.8",0.0248527269188379,0.0197670809852291,6.10751348782935,12.5783725455164
"ENST00000399921.5",0.0306373346276079,0.0231588741365959,5.64859534012411,16.6550404219406
"ENST00000435072.1",0.282502716656234,0.731560161664279,0.39952583199226,2.89283802510801
"ENST00000584307.5",0.16641229041053,0.129058024318847,3.42462643345863,22.4200589913201
"ENST00000314574.5",0.00951857800977868,0.0203331500919804,6.0289877057566,4.29761099902359
"ENST00000577611.1",1.69673400772572,0.9209508813106,-0.937030410086974,4.9638646231907
"ENST00000667466.1",0.388669959625969,0.289548058619665,2.37369538925539,13.8235275767228
"ENST00000360938.8",0.0072933001907053,0.0184981512451078,6.28703554335765,4.81367683145322
"ENST00000432278.5",0.452251691761224,0.800751578427503,-0.278486967353578,3.11773305134409
"ENST00000653642.1",1.38805777340581,0.459465231685576,1.64868169254573,16.289697582691
"ENST00000662305.1",0.0102119543048605,0.0346286821382516,5.05819068478986,5.13935842885967
"ENST00000456966.1",1.03892119250108,0.827013934190454,-0.416760512736463,10.9446558348298
"ENST00000318388.11",0.00578237102135163,0.022471144567012,5.73961574607525,1.17100562766446
"ENST00000465096.5",0.147588942655423,0.626716355494735,1.00688333436616,3.45047840499353
"ENST00000328656.8",0.167328423421015,0.904295413163168,-0.781631938711939,1.25558822709466
"ENST00000398934.5",0.650810372752677,0.897173516934308,-0.749683340963525,8.25722739274283
"ENST00000381554.8",0.0728311866847873,0.206514315711831,2.85358197202074,3.55428316445653
"ENST00000381540.7",0.453967055415488,0.76736081872323,-0.0250250402623541,11.4351324537047
"ENST00000429827.5",0.710393070973547,0.776927833610796,-0.112796194024356,4.80845765562346
"ENST00000492622.6",0.0291877750833059,0.0490601598118647,4.53851964502688,12.5011657984953
"ENST00000484074.5",1.84576263704132,0.314623233549164,2.2448979416702,100.647171496067
"ENST00000398316.7",0.0183500530256615,0.0262360005065642,5.46638514946275,9.48485074708638
"ENST00000541916.5",0.0195534616029988,0.0426513520310217,4.70357686384865,34.430430086934
"ENST00000303775.10",0.92211109369056,0.351925813125211,2.07263444564708,16.302667680882
"ENST00000351429.7",0.296210901528271,0.313496867697739,2.25056997569194,11.5518928674979
"ENST00000460212.1",0.305193686144439,0.704833971581449,0.567335526003382,3.21403797925181
"ENST00000379589.4",0.00583674469822389,0.0227413212345175,5.70375207103791,1
"ENST00000025301.4",0.00409625873422799,0.0160163638050321,6.7365963647303,1.11503820311458
"ENST00000284987.6",0.0295978848685699,0.063369845242274,4.28038018054316,1.57650810693481
"ENST00000652031.1",0.188396146597422,0.5260373957458,1.4138213095655,4.41688014033494
"ENST00000377818.4",0.0256268825768601,0.0709170787492459,4.15472690082181,1
"ENST00000352251.8",0.00990486481359276,0.028980414473962,5.32738856504852,2.94407005591034
"ENST00000625998.2",4.87984426046471,0.634534965768012,0.962098347203553,34.8815529349625
"ENST00000449165.5",1.8602300245837,0.506833054490342,1.47954150361512,39.6853411677338
"ENST00000329623.11",1.37097936945352,0.257829623366442,2.54529570356989,79.0498211134469
"ENST00000380486.4",0.0101259012242873,0.0208077485116621,5.96381555766732,7.73458893416591
"ENST00000482186.5",0.215621230455298,0.760075795764149,0.145159953518304,3.21807175138527
"ENST00000482084.5",4.17144441159463,0.841464637310171,-0.488228463119283,12.8161325432229
"ENST00000019317.8",0.0327074826570429,0.0716186523550415,4.14333555067865,29.4360133831456
"ENST00000609094.2",0.120034381359745,0.572574359374275,1.26041242049982,1.29127619608656
"ENST00000383432.8",0.00493613012766216,0.0156506959228893,6.88171653792864,5.2563807900085
"ENST00000458039.3",0.353479469600967,0.700828707310972,0.591422340919793,5.12054899175203
"ENST00000326291.11",0.0186777126761124,0.0718669442024896,4.13931490961369,1.46170608994332
"ENST00000615625.1",1.55064198429426,0.900205985908862,-0.763325225616214,8.12477295089023
"ENST00000415083.7",0.00498059910813521,0.0193152557565209,6.17085495632582,1.95970261529355
"ENST00000542420.6",0.247499662404512,0.368121961837402,2.00450207090327,14.5891859225662
"ENST00000579640.5",0.440158825851687,0.243540401859795,2.6263815362281,31.4140667175637
"ENST00000269137.11",0.125112383814245,0.107288828138303,3.62098814292751,12.535920475804
"ENST00000585121.5",0.183151423717539,0.335390663302487,2.14440147129896,30.2071138146831
"ENST00000580958.5",0.15004409235449,0.587892259709153,1.21154599587406,1.28686725931932
"ENST00000398505.7",0.0556671579448339,0.0920100109849525,3.82884167654323,12.4370735369598
"ENST00000310826.10",0.692463778216182,0.181306708905938,3.01791250504499,39.1959725131936
"ENST00000398499.5",2.21948984680893,0.602184256830785,1.15240982691527,26.4815332415104
"ENST00000398511.3",0.0262915716322174,0.066670957719937,4.2246856870039,6.32342296803591
"ENST00000449949.5",0.271569289385856,0.918128622881467,-0.909101036423691,1.08522884716627
"ENST00000466328.2",0.0705822207074012,0.293800333192478,2.35146374415615,2.17233445767712
"ENST00000530908.5",0.15989753696325,0.79149096918649,-0.215659496387751,2.57898692001472
"ENST00000290349.11",0.00546964989764725,0.0230923902915241,5.65735627338317,1.06112692182373
"ENST00000390667.11",0.0972741900672817,0.44636186744359,1.69745591551812,2.87657563934381
"ENST00000290354.6",0.0907907246481799,0.299284789756448,2.32303375777964,1.15445527078274
"ENST00000290155.8",0.193726092712678,0.67985617167371,0.715637650971613,1.67072557571822
"ENST00000440966.5",0.0621818077756376,0.193393026752516,2.93785970661228,3.07379205492292
"ENST00000382549.8",0.314834348367328,0.772049533765977,-0.0771428760402022,2.24663320432684
"ENST00000300260.7",0.0220893695200331,0.097739734618793,3.74505494018869,1.48287356604542
"ENST00000458138.1",1.08134185240561,0.799658563468997,-0.271170268337657,6.1280209206973
"ENST00000431216.5",0.363271708067297,0.623907809975346,1.02315112625641,10.1209660498653
"ENST00000262126.9",0.0957990991796609,0.352311867637295,2.07098661707112,6.51000635408273
"ENST00000540578.6",0.144433935269914,0.6416220018188,0.922121410950357,2.20080703184782
"ENST00000400020.7",0.00794961408745156,0.0234021576742334,5.61727064549085,1.68141961645187
"ENST00000359158.7",3.7522337503426,0.909213402846629,-0.820207932494594,12.7818481342644
"ENST00000339775.10",0.106684161286096,0.391131730326511,1.91089717174112,5.41775318449176
"ENST00000348354.7",0.0133483366999192,0.0402260532490592,4.80806650566813,1.8007869541341
"ENST00000619230.1",0.297760825568493,0.767462062219865,-0.0273105503792565,1.46450024851208
"ENST00000615052.5",0.124886809965541,0.336707037396053,2.13859938557989,12.6001228497888
"ENST00000619301.4",0.00985647285583755,0.0405375132254397,4.79453111645623,2.77491476273149
"ENST00000377636.8",0.283579030186458,0.737476233823246,0.352463065760058,7.41514082812496
"ENST00000377625.6",0.0137577484205373,0.0597521686584891,4.34288344481557,1.48422013995748
"ENST00000332859.11",0.00451971896138296,0.01947772368349,6.14800795893246,1.26571584042317
"ENST00000411651.6",0.211610947008381,0.4211424838504,1.79332166932324,4.47184788597748
"ENST00000285116.8",0.950843470920835,0.514189941478354,1.45418519504406,14.1890655989181
"ENST00000377102.5",0.0562462208755247,0.147039338091756,3.27267993894895,2.83384673836561
"ENST00000377104.4",0.00903002175092605,0.0182402943039443,6.32416712710683,1.21589860946825
"ENST00000399022.9",0.00477759640975992,0.0222589976105519,5.76787701627304,1.40204958245915
"ENST00000357384.8",2.11412292420378,0.765397854616036,0.0197062467117906,13.7101162728752
"ENST00000588737.5",0.103139048175986,0.352874016511946,2.06858931264573,4.91974136333349
"ENST00000585953.5",0.144952973424373,0.665975827457331,0.788907250698702,1.01894484913812
"ENST00000589050.1",0.383238531613473,0.609139875255225,1.1103386579227,11.2803417287941
"ENST00000494372.1",0.14668096662756,0.848289273925657,-0.521429006548455,1.21415118206878
"ENST00000379649.5",0.11553228376035,0.612389718869127,1.09090777833666,2.93995030951876
"ENST00000239878.9",0.00416574263624613,0.0157367238147051,6.84745586235203,1.0923916537027
"ENST00000437952.1",0.164676578177662,0.749331987847962,0.260711317103378,1.10332249220377
"ENST00000377687.6",0.10485870332126,0.26060014173502,2.5298662916117,5.43553871042344
"ENST00000539231.5",1.22036613535467,0.678286446152254,0.723833294337483,17.8280736730616
"ENST00000290399.11",0.0871766578997472,0.288692779471594,2.37818738759407,1.95807201743998
"ENST00000431229.1",0.693282099279916,0.730156504728459,0.410823196951024,3.30637754649515
"ENST00000355700.9",0.351495146116505,0.838776543543324,-0.475055582496369,2.25397919520859
"ENST00000403766.8",0.0122645497286301,0.0516514971538337,4.48939273467969,5.67211993162398
"ENST00000494576.5",0.0631630992827587,0.178177439362678,3.03908344938442,13.5470943502287
"ENST00000340648.6",0.00543081103277816,0.020608297290625,5.99113334955929,1.00130634754565
"ENST00000380071.8",0.0590286627906815,0.200970279019356,2.8889235198951,1.0214012825862
"ENST00000468090.5",0.19494702555053,0.264597888970412,2.50776045465576,35.9716581912355
"ENST00000291565.9",0.00299449432325106,0.0155305812461373,6.92967801411077,2.85543339547365
"ENST00000470029.5",0.290786334997635,0.589100264073282,1.20772392746777,4.43167744080572
"ENST00000498040.5",0.483398677346352,0.893726243651945,-0.734105592479683,3.98709282313028
"ENST00000476313.5",1.01400400979899,0.900959669625992,-0.766706901501211,2.68959427123043
"ENST00000481512.5",0.203831991324154,0.431585227411136,1.75332203496761,11.3762476475915
"ENST00000490666.5",0.272482388569288,0.32341666328994,2.20095617455714,13.579354917529
"ENST00000343528.10",0.012017181487994,0.0509708527455582,4.50217694472523,3.97930881180417
"ENST00000468392.5",0.128269468660427,0.540750189290427,1.36446574663888,3.85400914716505
"ENST00000424834.6",0.264579099859838,0.202079076016388,2.88182941957832,28.8258663325202
"ENST00000382095.8",0.138784254317021,0.179988120980743,3.02680966771735,26.9177768912643
"ENST00000382108.8",0.0330370007854688,0.0329706557906458,5.13519253740387,10.3593369100991
"ENST00000343003.10",0.371236125592862,0.475263461204082,1.59107356406244,27.2092401323578
"ENST00000312828.4",0.0112657889838641,0.0275772831423683,5.39767091616455,1
"ENST00000591306.5",0.141965816432792,0.727139114411743,0.435283672105939,2.3108083673102
"ENST00000591504.6",0.012688421334761,0.0387664872757204,4.8719899527653,5.15832544312608
"ENST00000337363.8",0.256728798092527,0.531767150578383,1.39450117146172,5.59169341099009
"ENST00000587148.2",0.244440273356901,0.840327657686343,-0.482663416141335,1.33032570884212
"ENST00000262160.11",0.0702629236504315,0.277538821022426,2.43742120650315,1.4085760338611
"ENST00000586040.5",0.00985525441244302,0.0437883396524406,4.65526652448128,1.36347174711756
"ENST00000591214.5",0.190043634549947,0.590836766522989,1.20223764009747,3.27122438380767
"ENST00000587269.5",0.201392012706327,0.614083851866913,1.08083423939126,2.81941337023838
"ENST00000586514.5",0.0384580843033842,0.178204674588171,3.03889834531991,3.01205122795748
"ENST00000589877.5",2.13757177089796,0.763655558526994,0.0600903316342674,9.83916955216867
"ENST00000356825.8",0.0197980668245069,0.0670381125304459,4.21856454307202,1.38139658741307
"ENST00000483896.5",0.228933825302782,0.422010014328411,1.78998181066836,3.10561427030264
"ENST00000497547.2",0.0182512652485693,0.0489371366802266,4.5408852357359,1.39085907700424
"ENST00000414658.5",0.130896091604451,0.727960874005191,0.428598193734415,3.51566693921206
"ENST00000433831.5",1.25864860192898,0.391366095054723,1.90996116858712,17.1949880299895
"ENST00000292733.11",0.0115221440502567,0.0282796414634167,5.36229527951233,12.6880458950406
"ENST00000263205.11",0.021027368564222,0.0339708237046887,5.08856272469971,10.2951101853866
"ENST00000406969.5",0.336144653198117,0.475805859303945,1.58911793525629,26.1228927251994
"ENST00000382974.6",0.143383918922882,0.21549957276435,2.79696689106717,14.0479814219308
"ENST00000441501.5",0.196294241183008,0.724521370368287,0.452242508135998,1.61309462886489
"ENST00000489651.5",0.0873452007931067,0.25754331401271,2.54689541266773,2.91971855007524
"ENST00000473244.5",0.188100955170327,0.473554045747338,1.59724635135799,4.15112447980463
"ENST00000493216.1",0.440702290466718,0.820349712644193,-0.383249289788402,1.7064039444591
"ENST00000473371.1",0.3115827595959,0.782018522216825,-0.149345479618332,1.01208688611343
"ENST00000379600.8",0.199413172336121,0.441889334939184,1.71427690423475,2.87454486676784
"ENST00000379599.6",3.87137087392495,0.789028295898839,-0.198624409179637,11.4462384348998
"ENST00000291572.13",0.00676296561228209,0.0221989364900257,5.77589458943207,7.93582537663947
